Trajectories																		
100																		
	KNEE MODEL:SHIN1			KNEE MODEL:SHIN3			KNEE MODEL:SHIN2			KNEE MODEL:THIGH2			KNEE MODEL:THIGH3			KNEE MODEL:THIGH1		
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
703	-33.6615	446.626	332.894	-108.393	368.464	234.198	74.1948	471.825	229.018	-25.1536	377.333	36.3604	-1.28345	375.33	21.4879	14.9676	400.033	33.4439
704	-32.1992	443.124	333.511	-107.672	366.463	234.234	75.3032	469.147	229.474	-25.1709	377.331	36.3588	-1.30274	375.321	21.4898	14.9518	400.031	33.4476
705	-30.7191	439.607	334.077	-106.887	364.402	234.214	76.4287	466.5	229.885	-25.1601	377.329	36.3498	-1.2821	375.325	21.4847	14.9713	400.029	33.4368
706	-29.2256	436.029	334.622	-106.096	362.274	234.207	77.5019	463.87	230.27	-25.1617	377.329	36.3604	-1.2837	375.336	21.5001	14.9602	400.027	33.4478
707	-27.6821	432.37	335.115	-105.216	360.046	234.174	78.609	461.257	230.572	-25.1492	377.324	36.3523	-1.27251	375.335	21.4949	14.9759	400.03	33.4421
708	-26.0865	428.607	335.564	-104.298	357.71	234.112	79.7059	458.628	230.864	-25.1697	377.323	36.3513	-1.29426	375.339	21.4977	14.9645	400.028	33.4491
709	-24.365	424.737	335.958	-103.278	355.278	234.038	80.8835	455.945	231.052	-25.1585	377.326	36.3342	-1.28236	375.308	21.4819	14.975	400.026	33.4419
710	-22.6118	420.751	336.33	-102.222	352.797	233.927	82.0922	453.191	231.275	-25.1523	377.323	36.3416	-1.28402	375.314	21.4924	14.961	400.023	33.4445
711	-20.8172	416.711	336.632	-101.157	350.31	233.794	83.3089	450.129	231.472	-25.1066	377.32	36.3473	-1.25671	375.311	21.4951	14.972	400.021	33.4375
712	-19.0787	412.631	336.88	-100.167	347.847	233.597	84.6103	447.312	231.613	-25.1041	377.321	36.3547	-1.26351	375.311	21.5036	14.9648	400.022	33.4432
713	-17.3535	408.577	337.036	-99.2331	345.427	233.348	85.8304	444.382	231.677	-25.1061	377.315	36.336	-1.26659	375.305	21.4897	14.9743	400.023	33.4429
714	-15.6883	404.528	337.128	-98.3265	343.04	233.048	87.0316	441.463	231.676	-25.1258	377.317	36.3126	-1.29028	375.299	21.4825	14.9698	400.026	33.4418
715	-13.9929	400.492	337.158	-97.4272	340.683	232.724	88.2487	438.536	231.637	-25.1197	377.313	36.2917	-1.28535	375.299	21.4767	14.9761	400.023	33.4397
716	-12.2846	396.492	337.14	-96.5143	338.324	232.395	89.4712	435.621	231.563	-25.0954	377.303	36.2927	-1.2836	375.299	21.4806	14.9709	400.022	33.4391
717	-10.563	392.476	337.063	-95.5621	335.96	232.031	90.7072	432.7	231.434	-25.0328	377.3	36.2869	-1.25709	375.308	21.4957	14.9747	400.016	33.4346
718	-8.83371	388.466	336.921	-94.6192	333.615	231.647	91.9531	429.792	231.251	-24.9992	377.297	36.2819	-1.2466	375.311	21.5033	14.9693	400.017	33.4398
719	-7.10562	384.465	336.702	-93.6994	331.274	231.22	93.1728	426.855	231	-24.9583	377.283	36.2617	-1.24626	375.31	21.5017	14.9808	400.011	33.4425
720	-5.40919	380.449	336.422	-92.8229	328.957	230.75	94.3919	423.923	230.709	-24.924	377.278	36.2287	-1.27375	375.295	21.4857	14.9773	400.01	33.4401
721	-3.73816	376.454	336.086	-91.9442	326.662	230.255	95.6072	420.969	230.376	-24.8832	377.271	36.2055	-1.27711	375.29	21.4797	14.9973	399.973	33.4358
722	-2.07213	372.462	335.68	-91.0965	324.403	229.712	96.806	418.011	229.971	-24.8482	377.261	36.177	-1.2805	375.292	21.4775	15.0169	399.922	33.4218
723	-0.415896	368.514	335.227	-90.2626	322.162	229.169	98.0016	415.065	229.535	-24.8097	377.256	36.1502	-1.27671	375.292	21.485	14.9783	400.011	33.4359
724	1.21914	364.61	334.71	-89.3854	319.896	228.584	99.1674	412.22	229.047	-24.7721	377.259	36.1173	-1.25675	375.299	21.4916	14.9765	400.011	33.434
725	2.8528	360.769	334.15	-88.4872	317.628	227.981	100.324	409.474	228.544	-24.7221	377.258	36.0861	-1.26941	375.291	21.493	14.9741	400.01	33.4441
726	4.4916	357.014	333.529	-87.5426	315.364	227.357	101.481	406.815	228.007	-24.6389	377.263	36.0492	-1.26826	375.29	21.4848	14.9775	400.011	33.4365
727	6.05188	353.334	332.884	-86.6109	313.127	226.71	102.594	404.221	227.441	-24.5943	377.257	36.0306	-1.27669	375.287	21.4857	14.9739	400.009	33.4404
728	7.55238	349.723	332.198	-85.7438	310.949	226.033	103.671	401.641	226.875	-24.5366	377.276	36.0045	-1.26127	375.289	21.4795	14.9757	400.007	33.4238
729	8.92657	346.233	331.49	-84.9887	308.86	225.355	104.682	399.074	226.294	-24.5443	377.299	35.9981	-1.26122	375.299	21.496	14.9698	400.013	33.4378
730	10.1979	342.845	330.759	-84.3183	306.85	224.652	105.617	396.545	225.695	-24.6487	377.324	36.036	-1.25541	375.301	21.4902	14.9824	400.012	33.4323
731	11.3085	339.558	330.02	-83.7706	304.947	223.962	106.466	394.021	225.113	-24.7992	377.316	36.0946	-1.28383	375.301	21.4928	14.9773	400.016	33.4501
732	12.3505	336.405	329.279	-83.3074	303.158	223.25	107.315	391.449	224.504	-25.2096	377.253	36.3111	-1.27542	375.296	21.476	14.9865	400.016	33.4333
733	13.2928	333.279	328.529	-82.8493	301.397	222.522	108.036	388.937	223.921	-25.2725	377.233	36.3461	-1.28823	375.289	21.4828	14.9745	400.014	33.4409
734	14.2733	330.031	327.708	-82.3408	299.635	221.69	108.944	386.429	223.41	-25.2548	377.23	36.3547	-1.26416	375.29	21.478	14.981	400.01	33.4273
735	15.424	326.763	326.796	-81.7889	297.859	220.914	109.553	384.2	222.615	-25.2414	377.232	36.3716	-1.25375	375.299	21.4963	14.972	400.01	33.44
736	16.6196	323.552	325.84	-81.1509	295.992	220.126	110.374	381.933	221.837	-25.2319	377.232	36.3702	-1.23845	375.295	21.4873	14.9876	400.011	33.4259
737	17.7264	320.366	324.854	-80.5306	294.1	219.242	111.131	379.729	221.088	-25.2476	377.23	36.3666	-1.26207	375.292	21.4859	14.9795	400.014	33.4324
738	18.8489	317.201	323.822	-79.8869	292.195	218.337	111.917	377.599	220.366	-25.2514	377.228	36.3522	-1.25756	375.29	21.4721	14.9921	400.011	33.4249
739	19.9214	314.021	322.771	-79.2475	290.268	217.382	112.608	375.45	219.617	-25.2738	377.239	36.3539	-1.26825	375.293	21.478	14.9844	400.012	33.4355
740	21.0338	310.866	321.673	-78.5697	288.339	216.412	113.341	373.349	218.816	-25.2708	377.234	36.3565	-1.25826	375.29	21.4759	14.994	400.009	33.4301
741	22.1304	307.655	320.524	-77.9307	286.389	215.439	114.06	371.234	218.007	-25.2746	377.243	36.3646	-1.2681	375.294	21.4862	14.9819	400.011	33.4366
742	23.2147	304.489	319.325	-77.2745	284.447	214.401	114.782	369.123	217.131	-25.2604	377.236	36.3593	-1.2533	375.292	21.4793	14.9911	400.013	33.4312
743	24.2487	301.322	318.092	-76.6789	282.558	213.38	115.468	366.993	216.252	-25.237	377.237	36.3584	-1.26381	375.291	21.4816	14.9779	400.011	33.4287
744	25.2775	298.181	316.83	-76.1181	280.714	212.318	116.158	364.843	215.341	-25.2234	377.224	36.3508	-1.24828	375.292	21.4778	14.984	400.009	33.4235
745	26.2423	295.027	315.533	-75.6354	278.9	211.258	116.776	362.638	214.383	-25.2325	377.224	36.3581	-1.26223	375.288	21.4834	15.1185	400.085	33.508
746	27.1433	291.893	314.194	-75.2072	277.154	210.178	117.474	360.449	213.428	-25.2415	377.235	36.3649	-1.25196	375.302	21.4907	14.9928	400.012	33.435
747	28.0465	288.746	312.807	-74.8185	275.432	209.076	118.099	358.25	212.372	-25.2523	377.24	36.3638	-1.26255	375.3	21.4918	14.9812	400.013	33.4391
748	28.9975	285.599	311.362	-74.3649	273.688	207.958	118.779	356.035	211.303	-25.2739	377.242	36.3604	-1.27186	375.291	21.4778	14.9886	400.013	33.4345
749	29.9897	282.414	309.857	-73.8528	271.909	206.781	119.496	353.855	210.231	-25.2599	377.231	36.3441	-1.27991	375.291	21.4753	14.9857	400.014	33.4369
750	31.0464	279.241	308.303	-73.2579	270.105	205.594	120.254	351.683	209.109	-25.2395	377.229	36.3433	-1.27265	375.288	21.4726	14.9868	400.009	33.4329
751	32.0506	276.106	306.709	-72.6491	268.274	204.379	121.005	349.548	207.988	-25.2272	377.227	36.3473	-1.26765	375.291	21.4791	14.9853	400.012	33.4276
752	33.0629	273.037	305.157	-72.0902	266.487	203.136	121.682	347.437	206.88	-25.2323	377.23	36.3694	-1.25049	375.298	21.4953	14.9837	400.01	33.4351
753	33.9222	269.997	303.56	-71.6342	264.775	201.89	122.307	345.297	205.769	-25.2289	377.229	36.3673	-1.2417	375.298	21.4976	14.9891	400.012	33.4417
754	34.6324	267.039	301.959	-71.3244	263.171	200.651	122.849	343.116	204.614	-25.2477	377.225	36.3528	-1.25984	375.285	21.4908	14.9849	400.01	33.4435
755	35.3302	264.196	300.339	-71.1033	261.625	199.421	123.33	340.867	203.418	-25.2514	377.217	36.3164	-1.2635	375.285	21.4777	14.99	400.008	33.4308
756	35.748	261.217	298.723	-70.9282	260.158	198.215	123.752	338.577	202.211	-25.2621	377.206	36.2986	-1.28208	375.289	21.4759	14.9831	400.01	33.435
757	36.1524	258.337	297.092	-70.8111	258.789	196.977	124.171	336.219	200.979	-25.2594	377.192	36.2748	-1.28197	375.289	21.4679	14.9848	400.012	33.4269
758	36.5266	255.493	295.46	-70.9469	257.635	195.874	124.537	333.836	199.724	-25.2697	377.19	36.2703	-1.28115	375.29	21.4761	14.9825	400.012	33.4382
759	36.857	252.673	293.809	-71.147	256.474	194.778	124.89	331.439	198.434	-25.2581	377.169	36.2533	-1.2593	375.291	21.4818	14.9859	400.015	33.4311
760	37.2106	249.942	292.158	-71.2739	255.316	193.665	125.218	329.09	197.126	-25.2565	377.158	36.238	-1.25839	375.292	21.4923	14.9861	400.015	33.4404
761	37.5289	247.211	290.451	-71.359	254.13	192.533	125.56	326.789	195.784	-25.2465	377.139	36.2091	-1.24677	375.301	21.4885	14.997	400.012	33.434
762	37.9053	244.517	288.744	-71.4522	252.939	191.404	125.886	324.569	194.416	-25.2836	377.144	36.2163	-1.25628	375.302	21.4948	14.9874	400.015	33.4424
763	38.3165	241.837	286.949	-71.4044	251.707	190.226	126.26	322.402	193	-25.307	377.128	36.2158	-1.25923	375.299	21.4816	14.9889	400.009	33.4311
764	38.8087	239.183	285.138	-71.3542	250.448	189.054	126.63	320.336	191.577	-25.3745	377.144	36.2874	-1.2765	375.286	21.4822	14.9779	400.011	33.4389
765	39.5014	236.691	283.313	-71.416	249.172	187.896	127.019	318.36	190.158	-25.4423	377.179	36.433	-1.26343	375.291	21.4724	14.991	400.01	33.4272
766	39.884	233.992	281.459	-71.2723	247.896	186.688	127.44	316.454	188.762	-25.5165	377.207	36.547	-1.2769	375.29	21.4802	14.9795	400.012	33.4351
767	40.4492	231.442	279.605	-71.0299	246.604	185.432	127.847	314.55	187.333	-25.4497	377.199	36.5165	-1.26617	375.286	21.4747	14.9901	400.006	33.432
768	40.9798	228.972	277.752	-70.824	245.337	184.219	128.239	312.691	185.906	-25.4772	377.212	36.5437	-1.27442	375.289	21.4857	14.9871	400.01	33.4464
769	41.6205	226.638	275.914	-70.6111	244.104	182.968	128.628	310.882	184.458	-25.4434	377.208	36.5225	-1.24006	375.299	21.4905	14.9994	400.01	33.4346
770	42.0355	224.267	274.079	-70.4516	242.918	181.785	128.975	309.164	183.043	-25.4683	377.219	36.5356	-1.23773	375.301	21.5004	14.9844	400.012	33.4414
771	42.5323	222.016	272.254	-70.2619	241.783	180.605	129.313	307.555	181.615	-25.4764	377.218	36.5319	-1.23652	375.303	21.4856	14.9911	400.012	33.4258
772	43.094	219.883	270.497	-70.0697	240.65	179.453	129.685	305.996	180.229	-25.4953	377.215	36.5275	-1.2727	375.29	21.4765	14.9819	400.008	33.4318
773	43.6919	217.826	268.715	-69.7526	239.484	178.256	130.08	304.6	178.914	-25.5062	377.21	36.5328	-1.26972	375.291	21.4665	14.9948	400.009	33.4306
774	44.2686	215.73	266.954	-69.4433	238.317	177.057	130.477	303.228	177.612	-25.5279	377.206	36.5454	-1.28263	375.292	21.4794	14.9789	400.013	33.4437
775	45.0428	213.905	265.246	-69.0461	237.174	175.851	130.906	301.965	176.362	-25.5163	377.212	36.5494	-1.25856	375.292	21.4833	14.9952	400.014	33.4413
776	45.4555	211.933	263.573	-68.6636	236.03	174.658	131.245	300.834	175.218	-25.474	377.212	36.5368	-1.24533	375.304	21.4951	14.986	400.013	33.4418
777	46.0727	210.306	262.049	-68.3234	234.982	173.499	131.568	299.809	174.199	-25.4981	377.221	36.5481	-1.23964	375.305	21.4908	14.9932	400.008	33.4362
778	46.32	208.632	260.567	-68.0279	233.957	172.37	131.815	298.891	173.276	-25.4507	377.217	36.5122	-1.24455	375.299	21.4869	14.9835	400.007	33.4277
779	46.6973	207.122	259.167	-67.8086	233.03	171.291	132.058	297.998	172.401	-25.4687	377.218	36.5241	-1.2445	375.297	21.4831	14.9883	400.009	33.4291
780	47.0467	205.601	257.764	-67.6443	232.142	170.289	132.301	296.983	171.375	-25.4941	377.221	36.5252	-1.26245	375.289	21.4818	14.9881	400.01	33.4321
781	47.4812	204.054	256.257	-67.4622	231.327	169.34	132.595	295.919	170.264	-25.4988	377.219	36.5269	-1.25689	375.293	21.4814	14.9903	400.011	33.4414
782	48.0212	202.496	254.71	-67.1939	230.473	168.349	132.948	294.797	169.051	-25.4969	377.22	36.5294	-1.26056	375.294	21.4821	14.9974	400.014	33.4443
783	48.5875	200.883	253.083	-66.8364	229.618	167.337	133.35	293.755	167.821	-25.4952	377.218	36.5288	-1.25903	375.295	21.4763	14.9908	400.013	33.439
784	49.3354	199.37	251.448	-66.4047	228.694	166.302	133.823	292.758	166.527	-25.4442	377.221	36.5011	-1.24795	375.302	21.481	14.9925	400.012	33.4264
785	50.0776	197.87	249.813	-65.9457	227.755	165.27	134.29	291.924	165.311	-25.4608	377.225	36.5102	-1.23387	375.305	21.4873	14.9927	400.012	33.4323
786	50.7502	196.385	248.195	-65.478	226.845	164.228	134.737	291.062	164.089	-25.4766	377.228	36.5208	-1.21487	375.304	21.4841	14.9942	400.012	33.4255
787	51.521	194.99	246.641	-65.0502	225.989	163.265	135.107	290.204	162.842	-25.4806	377.227	36.5277	-1.2347	375.306	21.4901	14.9985	400.015	33.4418
788	52.3123	193.624	245.048	-64.5664	225.159	162.279	135.464	289.404	161.514	-25.503	377.215	36.5304	-1.24105	375.293	21.4766	15.0035	400.017	33.4383
789	53.0784	192.245	243.423	-64.12	224.301	161.291	135.946	288.62	160.245	-25.4858	377.211	36.5041	-1.25725	375.293	21.4758	14.9946	400.015	33.4438
790	53.9025	190.898	241.776	-63.5815	223.377	160.225	136.379	287.902	158.972	-25.495	377.218	36.498	-1.25069	375.294	21.4649	14.9993	400.012	33.4286
791	54.7327	189.538	240.117	-62.9939	222.531	159.169	136.856	287.198	157.715	-25.522	377.218	36.5166	-1.26457	375.295	21.4686	14.9869	400.015	33.4347
792	55.541	188.173	238.484	-62.2539	221.719	158.134	137.337	286.521	156.435	-25.5069	377.228	36.5275	-1.24596	375.295	21.4636	15.0006	400.014	33.4219
793	56.378	186.863	236.853	-61.6837	220.883	157.145	137.799	285.756	155.188	-25.4759	377.229	36.5265	-1.24216	375.3	21.4776	14.9923	400.019	33.4378
794	57.266	185.646	235.218	-61.2066	220.024	156.12	138.292	285.093	153.97	-25.4646	377.233	36.5208	-1.21614	375.309	21.4816	15.0081	400.015	33.4367
795	58.0096	184.43	233.642	-60.6596	219.272	155.14	138.646	284.265	152.738	-25.4823	377.231	36.5192	-1.22967	375.31	21.4873	15.0004	400.016	33.4433
796	58.7803	183.247	232.045	-60.211	218.468	154.127	139.083	283.61	151.497	-25.4992	377.229	36.5165	-1.24164	375.302	21.4655	15.0104	400.017	33.4377
797	59.5944	182.078	230.424	-59.7537	217.667	153.138	139.503	282.973	150.255	-25.4973	377.223	36.5128	-1.2661	375.302	21.465	14.9909	400.018	33.4426
798	60.3267	180.926	228.852	-59.1734	216.94	152.147	140.108	282.54	149.024	-25.4882	377.218	36.5014	-1.26029	375.3	21.4479	14.9954	400.017	33.4267
799	61.1923	179.879	227.269	-58.6962	216.101	151.134	140.58	281.907	147.776	-25.4838	377.225	36.499	-1.27045	375.304	21.4548	14.9888	400.02	33.4365
800	61.9779	178.802	225.705	-58.1119	215.375	150.156	141.11	281.359	146.568	-25.4739	377.231	36.4956	-1.24934	375.304	21.4522	15.0034	400.016	33.4295
801	62.7332	177.762	224.201	-57.6347	214.653	149.214	141.576	280.86	145.425	-25.4593	377.235	36.4914	-1.26317	375.307	21.4593	15.0011	400.02	33.4464
802	63.4976	176.748	222.691	-57.5048	213.918	148.468	141.997	280.349	144.335	-25.4716	377.236	36.5089	-1.25556	375.307	21.4435	15.005	400.017	33.4411
803	64.131	175.762	221.266	-57.0637	213.248	147.541	142.413	279.881	143.293	-25.4478	377.229	36.49	-1.27713	375.308	21.4462	14.9992	400.02	33.4483
804	64.7047	174.868	219.905	-56.7256	212.656	146.71	142.795	279.406	142.272	-25.4567	377.233	36.4818	-1.26469	375.312	21.4316	15.0021	400.014	33.4338
805	65.1794	174.016	218.632	-56.4593	212.133	145.964	143.077	278.861	141.296	-25.4598	377.231	36.4733	-1.27664	375.313	21.4313	14.9906	400.021	33.4358
806	65.5831	173.236	217.497	-56.2451	211.708	145.322	143.312	278.388	140.393	-25.4534	377.232	36.4706	-1.26241	375.316	21.425	15.0113	400.02	33.4261
807	65.9184	172.519	216.454	-56.0609	211.331	144.735	143.527	277.884	139.525	-25.4634	377.245	36.4938	-1.27791	375.328	21.4289	14.9983	400.021	33.4381
808	66.2122	171.827	215.449	-55.9559	211.027	144.235	143.692	277.364	138.666	-25.4734	377.241	36.488	-1.26811	375.331	21.4233	15.0099	400.026	33.4407
809	66.4694	171.212	214.518	-55.8476	210.732	143.747	143.866	276.896	137.809	-25.4625	377.25	36.4766	-1.27293	375.335	21.4213	15.0072	400.027	33.4477
810	66.7024	170.605	213.626	-55.7578	210.454	143.283	144.007	276.477	137.083	-25.4435	377.248	36.46	-1.26965	375.336	21.4076	15.0152	400.026	33.4448
811	66.8835	170.04	212.825	-55.7083	210.155	142.843	144.069	276.064	136.378	-25.4425	377.246	36.4655	-1.2732	375.336	21.3993	14.9967	400.02	33.4369
812	66.975	169.541	212.125	-55.6737	209.931	142.453	144.113	275.704	135.8	-25.4225	377.248	36.4669	-1.27074	375.338	21.3903	15.0056	400.023	33.4338
813	67.0067	169.065	211.472	-55.7253	209.719	142.06	144.134	275.339	135.288	-25.438	377.249	36.4675	-1.27854	375.344	21.3845	15	400.026	33.433
814	66.9486	168.646	210.916	-55.8423	209.592	141.771	144.099	274.964	134.837	-25.4833	377.246	36.474	-1.28483	375.349	21.3824	15.013	400.031	33.4385
815	66.8301	168.281	210.482	-56.0011	209.51	141.557	144.068	274.566	134.418	-25.4746	377.254	36.4638	-1.28842	375.35	21.3832	15.0074	400.031	33.4436
816	66.6854	167.961	210.114	-56.17	209.507	141.452	144.001	274.196	134.063	-25.4544	377.256	36.4622	-1.28769	375.35	21.383	15.0137	400.032	33.4507
817	66.5388	167.703	209.829	-56.3497	209.517	141.377	143.921	273.812	133.708	-25.4175	377.262	36.4548	-1.29385	375.35	21.3705	15.0143	400.031	33.444
818	66.3588	167.434	209.55	-56.5481	209.537	141.326	143.856	273.481	133.429	-25.4298	377.268	36.4704	-1.32052	375.374	21.3724	15.0081	400.033	33.4407
819	66.2165	167.183	209.254	-56.7077	209.54	141.22	143.808	273.162	133.089	-25.4323	377.26	36.4556	-1.30954	375.351	21.3568	15.0098	400.03	33.431
820	66.1534	166.94	208.954	-56.8552	209.511	141.158	143.769	272.891	132.771	-25.4474	377.255	36.4545	-1.32827	375.374	21.36	15.0052	400.032	33.4348
821	66.2144	166.713	208.612	-56.8757	209.467	141.048	143.779	272.666	132.41	-25.4477	377.247	36.4472	-1.32485	375.376	21.3541	15.0128	400.035	33.431
822	66.3508	166.512	208.288	-56.7922	209.391	140.932	143.819	272.549	132.096	-25.4324	377.247	36.4547	-1.32773	375.376	21.3673	15.0099	400.035	33.4445
823	66.5973	166.369	207.971	-56.6216	209.281	140.769	143.882	272.509	131.757	-25.4367	377.254	36.4529	-1.3078	375.378	21.3676	15.0259	400.038	33.441
824	66.8767	166.263	207.678	-56.4156	209.167	140.635	143.915	272.547	131.462	-25.4357	377.261	36.4555	-1.30883	375.385	21.3681	15.0055	400.038	33.4491
825	67.2075	166.22	207.458	-56.1474	209.066	140.491	143.95	272.65	131.178	-25.4332	377.259	36.4528	-1.30704	375.385	21.3489	15.0199	400.037	33.4321
826	67.5352	166.232	207.318	-55.9042	208.962	140.429	144.098	272.792	131.043	-25.4268	377.257	36.4542	-1.32084	375.385	21.3441	15.005	400.043	33.4347
827	67.8858	166.296	207.23	-55.6286	208.908	140.395	144.292	272.951	130.941	-25.4125	377.259	36.4478	-1.3117	375.387	21.3322	15.0178	400.041	33.4218
828	68.231	166.441	207.256	-55.3537	208.877	140.454	144.49	273.187	130.925	-25.4081	377.265	36.4512	-1.31264	375.39	21.3452	15.0094	400.047	33.4367
829	68.64	166.666	207.366	-55.0288	208.871	140.553	144.712	273.482	130.951	-25.4549	377.268	36.483	-1.27725	375.395	21.3532	15.0216	400.048	33.4349
830	69.008	166.982	207.62	-54.6876	208.905	140.73	144.905	273.863	131.11	-25.4539	377.261	36.4836	-1.27893	375.395	21.366	15.0157	400.054	33.4549
831	69.3622	167.424	208.016	-54.3518	209.002	140.986	145.12	274.29	131.356	-25.4133	377.259	36.453	-1.24236	375.376	21.3583	15.0228	400.057	33.4409
832	69.6698	167.998	208.625	-54.0581	209.186	141.397	145.282	274.813	131.75	-25.4185	377.261	36.4541	-1.24766	375.377	21.3617	15.0102	400.06	33.4405
833	69.9238	168.706	209.428	-53.8064	209.499	141.958	145.432	275.363	132.254	-25.415	377.257	36.4545	-1.227	375.372	21.3556	15.021	400.052	33.4257
834	70.092	169.56	210.46	-53.6226	209.9	142.698	145.522	276.014	132.93	-25.3986	377.257	36.4579	-1.22946	375.371	21.3702	15.011	400.054	33.4318
835	70.2701	170.559	211.667	-53.4346	210.362	143.554	145.584	276.777	133.711	-25.4315	377.253	36.4922	-1.2227	375.365	21.3813	15.0256	400.058	33.4347
836	70.294	171.649	213.075	-53.3641	210.881	144.546	145.583	277.543	134.655	-25.4618	377.249	36.4997	-1.23006	375.36	21.4023	15.0198	400.062	33.4523
837	70.1692	172.832	214.648	-53.3637	211.536	145.623	145.543	278.318	135.74	-25.4782	377.247	36.5044	-1.21631	375.36	21.4111	15.0285	400.065	33.4484
838	69.9611	174.188	216.431	-53.4541	212.281	146.894	145.675	279.119	137.073	-25.4296	377.247	36.4648	-1.22106	375.349	21.4205	15.0124	400.063	33.4488
839	69.6687	175.687	218.446	-53.6329	213.202	148.308	145.612	279.981	138.465	-25.4248	377.252	36.4678	-1.2145	375.348	21.4269	15.0204	400.065	33.4327
840	69.2312	177.398	220.728	-53.8874	214.232	149.94	145.397	280.973	140.038	-25.428	377.262	36.4936	-1.21407	375.356	21.4423	15.0107	400.067	33.4321
841	68.7004	179.292	223.249	-54.2045	215.393	151.693	145.077	282.053	141.735	-25.4265	377.26	36.5139	-1.19846	375.357	21.4558	15.0189	400.073	33.4299
842	68.0943	181.387	225.939	-54.6061	216.64	153.561	144.688	283.294	143.588	-25.4636	377.251	36.5285	-1.20068	375.36	21.4712	15.025	400.079	33.445
843	67.432	183.564	228.736	-55.0069	218.021	155.534	144.317	284.621	145.457	-25.4644	377.253	36.5242	-1.21285	375.377	21.4728	15.0281	400.084	33.4499
