Trajectories																		
100																		
	KNEE MODEL:SHIN1			KNEE MODEL:SHIN3			KNEE MODEL:SHIN2			KNEE MODEL:THIGH2			KNEE MODEL:THIGH3			KNEE MODEL:THIGH1		
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1656	-71.065	325.687	321.84	-133.776	298.523	192.306	49.8726	382.391	249.843	-25.0912	377.356	36.2702	-1.2856	375.495	21.48	14.8674	400.262	33.4175
1657	-74.6713	324.627	320.814	-136.212	298.567	190.46	47.3727	380.898	250.357	-25.1272	377.36	36.2857	-1.31432	375.488	21.4949	14.8615	400.26	33.4429
1658	-78.3971	323.469	319.631	-138.671	298.663	188.522	44.8786	379.207	250.847	-25.1221	377.367	36.281	-1.30915	375.489	21.4859	14.8761	400.253	33.4385
1659	-82.2998	322.549	318.471	-141.179	298.809	186.509	42.2818	377.848	251.548	-25.1432	377.367	36.2925	-1.31947	375.49	21.4934	14.8601	400.262	33.4435
1660	-86.0859	321.505	317.201	-143.654	298.962	184.459	39.7275	376.077	251.939	-25.1302	377.369	36.283	-1.29951	375.496	21.481	14.8636	400.262	33.4169
1661	-89.9247	320.47	315.87	-146.099	299.108	182.37	36.9643	374.48	252.378	-25.1477	377.372	36.2961	-1.30488	375.495	21.4861	14.8562	400.261	33.4227
1662	-93.6697	319.414	314.488	-148.465	299.226	180.222	34.3144	372.866	252.716	-25.1369	377.368	36.2829	-1.29093	375.492	21.4783	14.8637	400.26	33.4095
1663	-97.3446	318.297	313.074	-150.779	299.306	178.106	31.6771	371.274	253.062	-25.1685	377.375	36.2961	-1.2957	375.497	21.4918	14.8714	400.259	33.4287
1664	-100.952	317.152	311.611	-152.986	299.343	175.921	29.0708	369.646	253.349	-25.1658	377.37	36.2936	-1.27882	375.497	21.4943	14.8937	400.26	33.4362
1665	-104.505	315.968	310.085	-155.174	299.366	173.734	26.4684	367.991	253.592	-25.1857	377.374	36.3075	-1.29449	375.499	21.5075	14.8759	400.264	33.4493
1666	-108.022	314.768	308.491	-157.305	299.379	171.492	23.9008	366.317	253.78	-25.1737	377.374	36.2924	-1.28802	375.497	21.4895	14.8806	400.268	33.4306
1667	-111.525	313.556	306.846	-159.424	299.449	169.225	21.3171	364.607	253.904	-25.1908	377.377	36.2893	-1.30333	375.499	21.4834	14.8658	400.268	33.4209
1668	-114.978	312.368	305.159	-161.486	299.496	166.969	18.7519	362.931	253.995	-25.193	377.382	36.2796	-1.29836	375.498	21.4731	14.8743	400.264	33.4097
1669	-118.367	311.209	303.473	-163.499	299.563	164.709	16.1928	361.295	254.029	-25.2141	377.386	36.2794	-1.29797	375.505	21.4807	14.869	400.268	33.4162
1670	-121.665	310.065	301.745	-165.448	299.642	162.457	13.6763	359.653	254.049	-25.2168	377.388	36.2888	-1.28338	375.508	21.4901	14.8807	400.273	33.4231
1671	-124.923	308.914	299.996	-167.343	299.721	160.21	11.221	357.98	254.004	-25.2308	377.39	36.2876	-1.27959	375.511	21.5039	14.8818	400.277	33.437
1672	-128.05	307.738	298.225	-169.158	299.814	157.939	8.82275	356.288	253.903	-25.2655	377.375	36.2633	-1.27071	375.51	21.5058	14.8825	400.279	33.4417
1673	-131.085	306.553	296.429	-170.898	299.889	155.719	6.47256	354.602	253.734	-25.2727	377.273	36.1701	-1.29714	375.515	21.4861	14.8842	400.273	33.4346
1674	-134.042	305.381	294.622	-172.622	299.845	153.47	4.21265	352.927	253.504	-25.4015	377.364	36.1779	-1.31471	375.388	21.422	14.8737	400.274	33.4228
1675	-136.905	304.224	292.811	-174.267	299.922	151.299	1.95515	351.286	253.289	-25.4608	377.361	36.148	-1.31344	375.388	21.4203	14.8742	400.275	33.4128
1676	-139.715	303.097	291.011	-175.846	299.949	149.117	-0.282632	349.733	253.059	-25.5103	377.352	36.134	-1.3049	375.394	21.4318	14.8785	400.279	33.4228
1677	-142.465	302.038	289.209	-177.356	300.088	147.044	-2.41673	348.217	252.808	-25.554	377.348	36.1137	-1.2973	375.394	21.4358	14.8921	400.282	33.4333
1678	-145.167	301.066	287.421	-178.774	300.185	144.996	-4.53196	346.581	252.595	-25.6188	377.342	36.0881	-1.30152	375.395	21.4432	14.894	400.284	33.446
1679	-147.818	300.17	285.628	-180.101	300.323	142.855	-6.70817	345.224	252.31	-25.6591	377.337	36.0473	-1.28943	375.393	21.4365	14.9011	400.283	33.4379
1680	-150.391	299.333	283.863	-181.578	300.607	140.841	-8.82484	343.91	252.013	-25.7176	377.323	36.0293	-0.914725	375.376	21.6249	14.894	400.275	33.4421
1681	-152.914	298.56	282.103	-183.032	300.884	138.815	-10.8951	342.641	251.685	-25.7493	377.313	35.9996	-1.04995	375.478	21.5761	14.8955	400.278	33.4253
1682	-155.366	297.798	280.378	-184.376	301.186	136.872	-12.8841	341.402	251.329	-25.2531	377.124	36.1409	-1.23059	375.509	21.5082	14.8819	400.283	33.4232
1683	-157.689	297.071	278.669	-185.541	301.409	134.977	-14.8315	340.185	250.962	-25.4317	377.156	36.05	-1.2654	375.515	21.4877	14.8927	400.285	33.4192
1684	-159.97	296.376	277.069	-186.692	301.686	133.168	-16.7116	338.995	250.514	-25.7365	377.224	35.949	-1.27549	375.516	21.4974	14.9032	400.288	33.4443
1685	-162.119	295.735	275.463	-187.761	301.934	131.405	-18.5264	337.88	250.082	-25.5817	377.264	35.9873	-1.26326	375.521	21.4888	14.9148	400.283	33.4375
1686	-164.211	295.155	273.911	-188.819	302.192	129.695	-20.2822	336.828	249.639	-25.4331	377.238	36.0262	-1.27842	375.523	21.4944	14.9115	400.292	33.4475
1687	-166.17	294.623	272.39	-189.817	302.456	128.061	-21.8969	335.789	249.3	-25.3948	377.251	35.9916	-1.2643	375.521	21.4798	14.9156	400.294	33.4297
1688	-168.045	294.123	270.943	-190.736	302.686	126.508	-23.4375	334.825	249.016	-25.3701	377.278	35.9929	-1.27305	375.521	21.4801	14.9055	400.294	33.4312
1689	-169.796	293.656	269.514	-191.579	302.909	125	-24.929	333.967	248.677	-25.3716	377.281	35.935	-1.25514	375.528	21.4726	14.911	400.295	33.4149
1690	-171.532	293.248	268.157	-192.39	303.099	123.576	-26.3792	333.175	248.346	-25.3965	377.278	35.9102	-1.26777	375.521	21.4772	14.9192	400.304	33.4308
1691	-173.105	292.836	266.84	-193.135	303.283	122.175	-27.7737	332.454	248.016	-25.3807	377.252	35.872	-1.25162	375.528	21.4754	14.9383	400.302	33.434
1692	-174.802	292.495	265.526	-193.81	303.513	120.797	-29.1399	331.774	247.758	-25.3936	377.245	35.8708	-1.26169	375.526	21.4854	14.9305	400.309	33.4523
1693	-176.138	292.123	264.249	-194.38	303.652	119.507	-30.3956	331.166	247.472	-25.3542	377.242	35.8346	-1.24513	375.532	21.4755	14.9495	400.311	33.4457
1694	-177.521	291.847	263.16	-194.903	303.723	118.308	-31.6365	330.763	247.375	-25.3715	377.242	35.8298	-1.25998	375.534	21.4703	14.9386	400.319	33.4447
1695	-178.855	291.623	262.167	-195.305	303.762	117.202	-32.8389	330.495	247.334	-25.3661	377.239	35.8073	-1.25779	375.533	21.4513	14.9417	400.316	33.4254
1696	-179.969	291.409	261.186	-195.724	303.839	116.225	-33.8928	330.205	247.003	-25.3768	377.242	35.8097	-1.27058	375.535	21.4518	14.936	400.321	33.4264
1697	-180.919	291.278	260.471	-196.019	303.867	115.419	-34.7305	329.942	246.818	-25.3603	377.242	35.8221	-1.25317	375.539	21.4566	14.949	400.312	33.4254
1698	-181.5	291.143	259.942	-196.204	303.774	114.873	-35.3063	329.877	246.965	-25.3754	377.246	35.8461	-1.26213	375.531	21.4735	14.942	400.301	33.4443
1699	-181.81	290.996	259.667	-196.198	303.563	114.553	-35.5825	329.918	246.951	-25.3697	377.247	35.8512	-1.25854	375.526	21.4817	14.9569	400.287	33.4527
1700	-181.771	290.795	259.611	-196.146	303.4	114.474	-35.6348	329.915	246.969	-25.3944	377.247	35.8468	-1.28191	375.521	21.4767	14.9349	400.279	33.451
1701	-181.473	290.594	259.726	-196.01	303.208	114.609	-35.3706	329.813	246.907	-25.3931	377.251	35.839	-1.28273	375.523	21.465	14.9415	400.275	33.4357
1702	-181.001	290.401	259.96	-195.8	303.019	114.931	-34.9263	329.773	246.789	-25.401	377.249	35.8385	-1.28264	375.521	21.4625	14.9353	400.281	33.4318
1703	-180.232	290.236	260.435	-195.499	302.788	115.422	-34.2911	329.749	246.782	-25.3847	377.249	35.8464	-1.26977	375.53	21.4637	14.9431	400.286	33.4335
1704	-179.35	290.178	261.048	-195.087	302.478	116.041	-33.4806	329.973	246.947	-25.3731	377.253	35.849	-1.26341	375.535	21.4646	14.9466	400.301	33.4339
1705	-178.292	290.201	261.814	-194.447	301.846	116.81	-32.6991	330.743	247.313	-25.3587	377.253	35.8526	-1.2623	375.533	21.4669	14.952	400.302	33.4396
1706	-176.978	290.309	262.772	-193.693	301.174	117.782	-31.7362	331.812	247.601	-25.3312	377.253	35.8548	-1.26029	375.532	21.465	14.9599	400.295	33.4436
1707	-175.468	290.498	263.895	-192.843	300.496	118.926	-30.5575	332.799	247.904	-25.3003	377.25	35.8734	-1.2503	375.531	21.4682	14.963	400.296	33.4491
1708	-173.726	290.688	265.145	-191.997	299.916	120.264	-29.1656	333.774	248.196	-25.245	377.297	35.9102	-1.2383	375.537	21.4656	14.9562	400.291	33.4264
1709	-171.882	290.933	266.615	-191.113	299.47	121.732	-27.5888	334.578	248.424	-25.2551	377.352	35.9413	-1.22941	375.538	21.475	14.9462	400.293	33.4207
1710	-169.998	291.271	268.062	-190.179	299.183	123.274	-26.0189	335.318	248.828	-25.242	377.403	35.982	-1.22279	375.538	21.4668	14.9525	400.298	33.4139
1711	-167.943	291.722	269.692	-189.258	298.97	125.029	-24.2236	336.156	249.157	-25.2137	377.426	36.0493	-1.23287	375.55	21.476	14.953	400.306	33.4274
1712	-165.68	292.214	271.376	-188.174	298.79	126.836	-22.3113	337.039	249.538	-25.1611	377.475	36.1227	-1.22442	375.548	21.4696	14.9695	400.307	33.4266
1713	-163.294	292.822	273.23	-187.066	298.628	128.881	-20.2398	338.004	249.936	-25.1666	377.48	36.1624	-1.2281	375.548	21.4828	14.9723	400.311	33.4463
1714	-160.664	293.487	275.166	-185.824	298.536	130.992	-17.9349	338.91	250.177	-25.1483	377.396	36.1611	-1.20903	375.553	21.4836	14.9799	400.312	33.4379
1715	-157.895	294.267	277.154	-184.545	298.426	133.248	-15.5457	339.922	250.66	-25.2102	377.407	36.1807	-1.20453	375.553	21.4912	14.9635	400.323	33.4384
1716	-154.935	295.097	279.25	-183.181	298.397	135.663	-13.074	341.236	250.973	-25.6045	377.35	35.997	-1.05659	375.556	21.5434	14.9689	400.319	33.4165
1717	-151.789	295.983	281.459	-181.783	298.46	138.169	-10.3891	342.281	251.306	-25.698	377.345	35.9811	-1.22129	375.436	21.4316	14.9677	400.325	33.4272
1718	-148.378	296.921	283.748	-180.049	298.565	140.875	-7.50694	343.413	251.559	-25.6576	377.348	35.9878	-1.20147	375.435	21.4184	14.9796	400.322	33.4212
1719	-144.802	297.929	286.121	-178.425	298.672	143.715	-4.36563	344.471	251.757	-25.6081	377.365	36.0295	-1.20726	375.438	21.4419	14.9829	400.325	33.4453
1720	-140.99	299.03	288.54	-176.67	298.995	146.532	-1.22459	345.767	251.978	-25.514	377.374	36.0634	-1.19182	375.437	21.4357	14.9951	400.322	33.4447
1721	-136.993	300.251	291.046	-174.706	299.216	149.513	2.12482	347.158	252.064	-25.4514	377.383	36.1134	-1.20899	375.435	21.4458	14.9804	400.325	33.4538
1722	-132.831	301.563	293.52	-172.683	299.533	152.584	5.55149	348.445	252.205	-25.3514	377.386	36.1366	-1.20086	375.435	21.4285	14.984	400.321	33.4351
1723	-128.525	302.932	296.026	-170.468	299.834	155.829	9.01363	350.083	252.265	-25.2606	377.357	36.1623	-1.29172	375.606	21.4607	14.9694	400.322	33.4272
1724	-124	304.409	298.523	-168.211	300.098	159.018	12.6536	351.756	252.235	-25.1913	377.418	36.2193	-1.17901	375.552	21.4746	14.9769	400.317	33.4117
1725	-119.352	305.954	301.026	-165.802	300.34	162.318	16.307	353.543	252.234	-25.1657	377.423	36.2526	-1.19023	375.551	21.4868	14.9766	400.321	33.4358
1726	-114.536	307.61	303.504	-163.226	300.629	165.61	20.0883	355.453	252.093	-25.1236	377.426	36.2672	-1.17962	375.555	21.4879	14.9957	400.323	33.4482
1727	-109.576	309.358	305.958	-160.535	300.978	168.95	23.9113	357.445	251.925	-25.1162	377.424	36.2794	-1.19286	375.553	21.4947	14.9848	400.326	33.454
1728	-104.447	311.183	308.348	-157.736	301.383	172.32	27.8399	359.482	251.615	-25.0909	377.424	36.2687	-1.19085	375.554	21.4868	14.9865	400.321	33.4381
1729	-99.2211	313.095	310.667	-154.83	301.872	175.658	31.8102	361.528	251.218	-25.0828	377.423	36.2666	-1.19353	375.552	21.4793	14.9741	400.315	33.4267
1730	-93.8779	315.081	312.915	-151.85	302.436	179.046	35.8439	363.605	250.736	-25.0498	377.419	36.2681	-1.18105	375.548	21.4708	14.9767	400.313	33.4146
1731	-88.55	317.212	315.075	-148.816	303.114	182.402	39.9526	365.697	250.182	-25.0304	377.419	36.2845	-1.17842	375.55	21.4799	14.9764	400.315	33.421
1732	-83.1002	319.451	317.193	-145.749	303.932	185.746	44.0138	367.788	249.551	-25.0216	377.418	36.2894	-1.17221	375.552	21.4915	14.9764	400.32	33.4306
1733	-77.6373	321.866	319.208	-142.671	304.895	189.082	48.1163	369.821	248.78	-25.0266	377.417	36.2907	-1.1786	375.556	21.4978	14.9816	400.325	33.4434
1734	-72.1618	324.34	321.099	-139.513	305.92	192.312	52.2021	371.863	247.884	-25.0217	377.417	36.2789	-1.1891	375.553	21.4927	14.9875	400.321	33.4495
1735	-66.6465	326.934	322.867	-136.225	306.943	195.57	56.1346	374.159	246.868	-25.0162	377.413	36.2664	-1.19614	375.549	21.4772	14.9759	400.316	33.4337
1736	-60.9232	329.603	324.572	-132.786	307.954	198.734	59.9574	376.857	245.834	-24.993	377.411	36.2568	-1.20634	375.548	21.4725	14.9763	400.312	33.4282
1737	-55.2211	332.364	326.139	-129.229	308.989	201.892	63.9056	379.536	244.715	-24.9672	377.411	36.2533	-1.19421	375.545	21.4733	14.9656	400.315	33.4146
1738	-49.3642	335.181	327.612	-125.604	310.111	205.019	67.8712	382.167	243.468	-24.9378	377.41	36.2604	-1.18118	375.548	21.486	14.9717	400.32	33.4228
1739	-43.5127	338.072	328.933	-121.92	311.374	208.062	71.9512	384.707	242.133	-24.8998	377.407	36.2526	-1.1709	375.549	21.4926	14.9759	400.322	33.4273
1740	-37.5785	340.985	330.117	-118.24	312.756	211.092	75.9727	387.137	240.621	-24.8821	377.406	36.2414	-1.17759	375.553	21.5029	14.9834	400.319	33.4498
1741	-31.6265	343.947	331.142	-114.494	314.209	213.973	79.9757	389.56	238.958	-24.8523	377.397	36.206	-1.18897	375.548	21.489	14.9845	400.312	33.4414
1742	-25.6864	347.022	332.05	-110.705	315.722	216.848	83.9362	392.055	237.232	-24.8369	377.393	36.1847	-1.21009	375.546	21.4859	14.9762	400.314	33.4382
1743	-19.729	350.162	332.808	-106.832	317.275	219.613	87.8344	394.584	235.405	-24.7839	377.377	36.1523	-1.20052	375.543	21.4708	14.9709	400.309	33.418
1744	-13.8325	353.356	333.437	-102.947	318.883	222.277	91.6438	397.13	233.515	-24.7356	377.365	36.1426	-1.19927	375.54	21.4775	14.96	400.311	33.4174
1745	-8.01221	356.578	333.913	-99.0488	320.577	224.858	95.3979	399.656	231.54	-24.6867	377.362	36.1231	-1.18635	375.54	21.4768	14.9636	400.303	33.4121
1746	-2.30552	359.821	334.257	-95.2433	322.368	227.295	99.036	402.095	229.487	-24.6693	377.358	36.1205	-1.19124	375.539	21.489	14.9651	400.309	33.4305
1747	3.3438	363.07	334.447	-91.5147	324.275	229.664	102.608	404.405	227.36	-24.6407	377.353	36.097	-1.18232	375.54	21.4879	14.9862	400.306	33.4393
1748	8.88826	366.319	334.499	-87.8291	326.274	231.913	106.084	406.606	225.145	-24.6521	377.36	36.0963	-1.20863	375.541	21.4971	14.9687	400.308	33.4514
1749	14.4784	369.58	334.404	-84.0589	328.303	234.058	109.545	408.798	222.802	-24.6424	377.361	36.0798	-1.19912	375.541	21.4791	14.972	400.305	33.4318
1750	20.0477	372.835	334.175	-80.2372	330.273	236.137	112.94	411.057	220.431	-24.6702	377.37	36.0915	-1.20407	375.543	21.484	14.9445	400.313	33.4276
1751	25.6685	376.143	333.799	-76.2712	332.176	238.077	116.309	413.428	217.963	-24.673	377.384	36.0901	-1.19541	375.54	21.4715	14.986	400.254	33.4042
1752	31.1769	379.423	333.313	-72.2812	334.058	239.961	119.56	415.837	215.462	-24.7328	377.398	36.1234	-1.20818	375.536	21.4818	14.9728	400.286	33.4301
1753	36.6146	382.709	332.703	-68.3	335.904	241.665	122.752	418.183	212.938	-24.7919	377.422	36.1623	-1.18882	375.539	21.4838	14.9776	400.308	33.428
1754	41.9022	385.934	331.981	-64.3681	337.756	243.288	125.854	420.489	210.419	-24.8782	377.444	36.2176	-1.19567	375.541	21.4998	14.9648	400.306	33.4474
1755	47.0572	389.105	331.143	-60.4953	339.579	244.771	128.889	422.729	207.882	-24.8652	377.441	36.2048	-1.18634	375.537	21.4928	14.9735	400.302	33.4381
1756	52.0376	392.214	330.207	-56.697	341.402	246.09	131.815	424.882	205.348	-24.8727	377.436	36.1894	-1.20539	375.539	21.4906	14.9546	400.308	33.4346
1757	56.9165	395.242	329.141	-53.0089	343.233	247.364	134.67	426.908	202.74	-24.8641	377.432	36.1697	-1.19899	375.537	21.4706	14.9636	400.299	33.4129
1758	61.6999	398.249	328.015	-49.3861	345.09	248.497	137.28	428.767	200.046	-24.8748	377.424	36.1726	-1.21216	375.533	21.4709	14.9474	400.299	33.4178
1759	66.339	401.191	326.806	-45.8893	346.927	249.764	139.91	430.621	197.397	-24.8679	377.421	36.1787	-1.20054	375.536	21.4761	14.9646	400.302	33.422
1760	70.8876	404.068	325.533	-42.214	348.703	250.559	141.275	432.948	194.146	-24.8667	377.417	36.1904	-1.19459	375.539	21.4898	14.9659	400.303	33.4402
1761	75.3659	406.885	324.167	-38.6341	350.424	251.331	143.834	434.939	191.638	-24.8586	377.409	36.1952	-1.18091	375.54	21.496	14.9764	400.302	33.4447
1762	79.6931	409.651	322.733	-35.1038	352.113	252.109	146.046	436.899	188.938	-24.8657	377.406	36.1923	-1.19599	375.536	21.4963	14.9634	400.298	33.4436
1763	83.9646	412.391	321.227	-31.6237	353.739	252.771	148.176	438.856	186.245	-24.8717	377.398	36.1834	-1.19903	375.533	21.4864	14.963	400.294	33.4329
1764	88.0874	415.107	319.671	-28.2117	355.388	253.394	150.187	440.797	183.541	-24.8942	377.4	36.1816	-1.20746	375.527	21.4766	14.9505	400.292	33.4188
1765	92.0222	417.796	318.105	-24.9191	357.015	253.949	152.082	442.677	180.914	-24.906	377.406	36.1921	-1.20757	375.529	21.481	14.9468	400.292	33.4204
1766	95.8049	420.433	316.51	-21.6974	358.567	254.411	153.844	444.586	178.327	-24.9188	377.409	36.2023	-1.20775	375.534	21.4843	14.9603	400.296	33.432
1767	99.4391	422.982	314.89	-18.4934	360	254.828	155.453	446.541	175.772	-24.9272	377.414	36.2169	-1.20464	375.534	21.4945	14.9612	400.294	33.4423
1768	102.911	425.49	313.256	-15.3838	361.35	255.135	156.936	448.547	173.273	-24.9228	377.414	36.2091	-1.20723	375.528	21.4886	14.9578	400.289	33.4393
1769	106.213	428.003	311.622	-12.3934	362.732	255.41	158.332	450.502	170.811	-24.9435	377.417	36.2142	-1.21195	375.526	21.4892	14.9547	400.283	33.4406
1770	109.394	430.511	309.963	-9.54196	364.238	255.646	159.683	452.341	168.363	-24.9326	377.419	36.2104	-1.20806	375.525	21.4781	14.944	400.28	33.4265
1771	112.508	432.976	308.276	-6.76971	365.79	255.855	160.984	454.014	165.935	-24.9396	377.422	36.2264	-1.21376	375.525	21.4828	14.9317	400.281	33.4253
1772	115.596	435.379	306.54	-4.03294	367.328	256.029	162.257	455.656	163.483	-24.9371	377.423	36.227	-1.20069	375.525	21.4803	14.9397	400.284	33.417
1773	118.604	437.75	304.767	-1.3057	368.799	256.134	163.474	457.344	161.044	-24.9647	377.428	36.2352	-1.22293	375.521	21.4889	14.9308	400.278	33.4312
1774	121.529	440.118	302.979	1.38875	370.217	256.184	164.628	459.094	158.628	-24.9739	377.427	36.2249	-1.21664	375.517	21.4825	14.9443	400.279	33.4322
1775	124.358	442.469	301.181	4.05894	371.581	256.193	165.693	460.883	156.228	-24.9977	377.427	36.2372	-1.23905	375.515	21.4876	14.9344	400.275	33.447
1776	127.106	444.764	299.381	7.07143	372.743	256.199	166.685	462.63	153.84	-24.9886	377.43	36.2287	-1.23718	375.514	21.4767	14.9332	400.272	33.4272
1777	129.716	446.992	297.601	9.59094	374.04	256.132	167.579	464.34	151.526	-24.9929	377.424	36.2449	-1.23753	375.507	21.4835	14.9119	400.268	33.4281
1778	132.209	449.184	295.821	12.2075	375.264	256.011	168.44	465.984	149.251	-24.9807	377.425	36.2417	-1.21455	375.51	21.4803	14.9124	400.269	33.4103
1779	134.583	451.331	294.094	14.5908	376.545	255.884	169.239	467.527	147.075	-24.9649	377.421	36.2392	-1.22336	375.506	21.4888	14.9114	400.269	33.4263
1780	136.863	453.408	292.363	16.904	377.816	255.719	170.015	469	144.949	-24.9119	377.408	36.214	-1.21311	375.505	21.483	14.9251	400.262	33.4204
1781	139.022	455.44	290.674	19.103	379.072	255.547	170.712	470.437	142.893	-24.9975	377.42	36.2612	-1.23986	375.507	21.494	14.9213	400.263	33.4405
1782	141.08	457.408	289.009	21.2396	380.327	255.34	171.383	471.802	140.871	-24.9931	377.417	36.246	-1.23106	375.505	21.4851	14.9356	400.263	33.436
1783	143.007	459.321	287.382	23.2116	381.565	255.126	171.995	473.105	138.92	-25.0084	377.422	36.2481	-1.24201	375.504	21.4928	14.9229	400.263	33.4423
1784	144.884	461.183	285.77	25.11	382.797	254.909	172.597	474.318	136.988	-25.0034	377.42	36.2385	-1.22271	375.504	21.4821	14.9289	400.265	33.4268
1785	146.679	462.97	284.215	26.9536	383.994	254.688	173.146	475.489	135.139	-25.0037	377.421	36.2484	-1.22991	375.503	21.4853	14.918	400.265	33.4244
1786	148.366	464.695	282.692	28.7484	385.147	254.444	173.669	476.626	133.351	-24.9839	377.413	36.2486	-1.21981	375.503	21.4782	14.9284	400.264	33.4229
1787	149.982	466.387	281.187	30.4888	386.272	254.208	174.118	477.756	131.622	-24.9864	377.415	36.26	-1.22797	375.506	21.4899	14.9268	400.27	33.436
1788	151.635	468.131	279.577	32.2854	387.322	254.006	174.423	478.888	129.726	-24.987	377.419	36.2574	-1.21042	375.501	21.4934	14.9348	400.267	33.4373
1789	153.239	469.651	277.996	33.936	388.364	253.765	174.698	479.937	127.927	-24.9983	377.413	36.2613	-1.21813	375.501	21.4981	14.9364	400.269	33.4482
1790	154.743	471.256	276.508	35.4909	389.511	253.609	174.991	480.838	126.23	-24.9842	377.407	36.2493	-1.20857	375.501	21.4894	14.9358	400.27	33.4349
1791	156.059	472.901	275.126	36.855	390.693	253.437	175.293	481.702	124.694	-24.9841	377.392	36.243	-1.21897	375.501	21.4806	14.9304	400.276	33.4333
1792	157.295	474.319	273.819	38.1536	391.866	253.366	175.525	482.458	123.212	-24.9713	377.388	36.237	-1.1995	375.508	21.471	14.9351	400.292	33.4159
1793	158.422	475.654	272.602	39.1295	393.013	253.188	175.75	483.046	121.857	-24.9657	377.386	36.2444	-1.19088	375.518	21.4734	14.9283	400.32	33.4185
1794	159.284	476.905	271.648	39.9975	394.117	253.168	176.026	483.583	120.822	-24.9205	377.38	36.255	-1.14408	375.536	21.483	14.9434	400.35	33.4216
1795	159.874	478.051	270.944	40.6208	395.089	253.122	176.137	484.14	120	-24.8828	377.373	36.2675	-1.10661	375.552	21.4934	14.956	400.384	33.4314
1796	160.158	479.146	270.452	40.9648	395.951	253.107	176.179	484.721	119.485	-24.8455	377.374	36.2702	-1.06043	375.558	21.4967	14.9657	400.417	33.4316
1797	160.154	480.121	270.175	41.0484	396.822	253.185	176.183	485.133	119.173	-24.8289	377.368	36.2665	-1.03573	375.57	21.4911	14.9816	400.438	33.4226
1798	159.976	480.995	270.036	40.8848	397.541	253.202	176.071	485.547	119.006	-24.8288	377.369	36.2665	-1.03125	375.574	21.4915	14.9805	400.459	33.4142
1799	159.712	481.81	269.967	40.7199	398.259	253.312	176.003	485.909	118.968	-24.8228	377.37	36.264	-1.0163	375.586	21.4822	14.9824	400.482	33.4061
1800	159.451	482.545	269.94	40.4816	398.9	253.378	175.868	486.188	118.917	-24.8103	377.374	36.2952	-0.999123	375.596	21.5011	14.988	400.502	33.4137
1801	159.222	483.212	269.915	40.3255	399.448	253.444	175.773	486.526	118.906	-24.7726	377.371	36.3158	-0.968349	375.61	21.5094	14.9984	400.524	33.4156
1802	159.022	483.821	269.886	40.2235	399.946	253.536	175.636	486.843	118.89	-24.7303	377.354	36.3441	-0.893346	375.623	21.5628	14.9239	400.593	33.411
1803	158.883	484.351	269.811	40.1347	400.311	253.509	175.53	487.141	118.811	-24.6887	377.348	36.3424	-0.855083	375.635	21.5602	14.9422	400.619	33.403
1804	158.8	484.751	269.732	40.1738	400.58	253.556	175.449	487.474	118.743	-24.6866	377.341	36.3602	-0.843077	375.648	21.5688	14.9346	400.656	33.4007
1805	158.839	485.028	269.616	40.3145	400.668	253.493	175.409	487.726	118.57	-24.6468	377.332	36.3571	-0.804955	375.668	21.5607	14.948	400.694	33.3818
1806	158.96	485.148	269.507	40.4983	400.669	253.463	175.384	487.93	118.468	-24.6148	377.326	36.4075	-0.765171	375.683	21.598	14.9547	400.738	33.39
1807	159.058	485.194	269.44	40.6639	400.646	253.456	175.404	488.023	118.388	-24.5732	377.328	36.4168	-0.729657	375.7	21.6052	14.9749	400.759	33.383
1808	159.029	485.162	269.487	40.6098	400.591	253.442	175.366	488.022	118.427	-24.5767	377.329	36.4328	-0.729505	375.699	21.6247	14.9627	400.768	33.4023
1809	158.879	484.983	269.654	40.5209	400.435	253.483	175.332	487.974	118.646	-24.5689	377.324	36.424	-0.712263	375.702	21.6166	14.9804	400.764	33.3973
1810	158.599	484.704	269.928	40.2341	400.196	253.491	175.229	487.879	118.929	-24.593	377.324	36.4295	-0.733418	375.695	21.6215	14.9597	400.764	33.4124
1811	158.281	484.349	270.271	39.9163	399.913	253.551	175.197	487.672	119.307	-24.5803	377.315	36.4137	-0.735638	375.682	21.6053	14.9606	400.744	33.3876
1812	157.901	483.886	270.682	39.5213	399.551	253.618	175.079	487.451	119.781	-24.6021	377.315	36.416	-0.786343	375.67	21.5824	14.9376	400.726	33.4002
1813	157.512	483.399	271.13	39.1559	399.082	253.658	174.974	487.254	120.255	-24.612	377.311	36.3999	-0.791144	375.662	21.5696	14.9373	400.699	33.3832
1814	157.019	482.794	271.668	38.7276	398.539	253.742	174.828	487.097	120.883	-24.6666	377.312	36.375	-0.823884	375.65	21.5732	14.9164	400.682	33.4036
1815	156.438	482.157	272.248	38.1907	397.939	253.789	174.695	486.842	121.538	-24.6899	377.308	36.3585	-0.826396	375.642	21.5678	14.9225	400.666	33.4014
1816	155.736	481.416	273.062	37.4596	397.359	253.891	174.496	486.479	122.374	-24.7157	377.308	36.3625	-0.85822	375.634	21.5747	14.9015	400.659	33.416
1817	154.814	480.66	273.93	36.5867	396.734	254.002	174.29	486.05	123.332	-24.7051	377.302	36.3548	-0.852005	375.627	21.5674	14.9049	400.646	33.4058
